	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1	OpDate_2	callEst_2	putEst_2	combEst_2	Trend_2
11	2017-11-17	MOMO	32.39	2017-11-17	32.143	29.84	31.128	Flat	2017-12-17	34.831	26.732	32.336	Up	2018-01-18	42.808	29.056	37.633	Flat
12	2017-11-17	SQ	44.09	2017-11-17	44.391	36.084	42.978	Up	2017-12-17	45.318	36.225	44.126	Up	2018-01-18	45.092	31.843	40.957	Up
13	2017-11-17	FB	179.575	2017-11-17	186.065	153.999	177.66	Up	2017-12-17	187.612	168.081	177.725	Flat	2018-01-18	197.046	132.536	174.501	Flat
14	2017-11-17	BIDU	241.65	2017-11-17	246.381	228.657	239.357	Flat	2017-12-17	265.19	221.707	248.551	Flat	2018-01-18	259.889	188.529	236.685	Up
15	2017-11-17	GPRO	8.36	2017-11-17	11.931	8.626	9.995	Flat	2017-12-17	10.058	8.272	8.786	Down	2018-01-18	13.478	5.479	9.278	Flat
16	2017-11-17	QCOM	66.26	2017-11-17	66.47	60.381	65.743	Up	2017-12-17	68.376	59.933	66.769	Up	2018-01-18	69.255	52.903	63.114	Flat
17	2017-11-17	QIWI	16.82	2017-11-17	19.037	16.312	17.324	Flat	2017-12-17	19.245	14.417	16.952	Flat	2018-01-18	19.245	14.417	16.952	Flat
18	2017-11-17	XLNX	72.4	2017-11-17	74.411	71.163	73.254	Flat	2017-12-17	87.122	66.377	76.325	Flat	2018-01-18	76.298	54.823	72.393	Up
19	2017-11-17	SINA	108.14	2017-11-17	115.529	100.65	110.53	Flat	2017-12-17	124.876	81.4	113.6	Up	2018-01-18	124.876	81.4	113.6	Up
20	2017-11-17	ATVI	63.81	2017-11-17	65.977	58.784	63.149	Flat	2017-12-17	67.226	56.079	62.69	Flat	2018-01-18	67.13	49.208	63.063	Up
21	2017-11-17	NQ	4.07	2017-11-17	4.152	3.491	4.041	Up	2017-12-17	4.037	4.355	4.096	Up	2018-01-18	4.561	2.788	4.142	Up
22	2017-11-17	SFUN	4.96	2017-11-17	4.794	4.273	4.709	Up	2017-12-17	5.979	4.28	5.737	Up	2018-01-18	5.979	4.28	5.737	Up
23	2017-11-17	VIPS	9.84	2017-11-17	9.833	9.568	9.663	Flat	2017-12-17	10.077	8.87	9.867	Up	2018-01-18	11.63	7.846	10.257	Flat
24	2017-11-17	JD	40.34	2017-11-17	41.366	39.401	40.717	Flat	2017-12-17	42.283	37.807	41.335	Up	2018-01-18	46.739	35.777	42.428	Flat
25	2017-11-17	CTRP	47.69	2017-11-17	50.631	46.78	48.988	Flat	2017-12-17	49.461	44.144	47.113	Flat	2018-01-18	53.716	44.267	49.738	Flat
26	2017-11-17	AAPL	170.61	2017-11-17	176.93	158.562	167.517	Flat	2017-12-17	181.719	162.278	173.906	Flat	2018-01-18	180.321	131.984	163.071	Flat
27	2017-11-17	RENN	9.91	2017-11-17	10.934	8.126	10.538	Up	2017-12-17	10.803	7.595	10.417	Up	2018-01-18	10.803	7.595	10.417	Up
28	2017-11-17	SNAP	12.705	2017-11-17	14.681	12.589	13.06	Down	2017-12-17	14.656	11.637	13.107	Flat	2018-01-18	16.051	11.56	12.98	Down
29	2017-11-17	TWTR	20.495	2017-11-17	21.061	19.63	20.741	Up	2017-12-17	24.117	18.467	22.727	Up	2018-01-18	23.84	15.694	21.571	Up
30	2017-11-17	QD	22.87	2017-11-17	28.331	22.593	25.248	Flat	2017-12-17	31.785	19.391	29.143	Up	2018-01-18	31.785	19.391	29.143	Up
31	2017-11-17	TSLA	319.91	2017-11-17	334.387	300.325	318.922	Flat	2017-12-17	338.04	289.573	316.815	Flat	2018-01-18	377.829	238.178	317.48	Flat
