	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1	OpDate_2	callEst_2	putEst_2	combEst_2	Trend_2
35	2017-11-27	SFUN	4.705	2017-12-17	5.958	4.26	5.708	Up	2018-01-18	5.958	4.26	5.708	Up	2018-02-18		4.3	4.3	Flat
36	2017-11-27	SINA	107.8	2017-12-17	127.037	79.128	113.345	Up	2018-01-18	127.037	79.128	113.345	Up	2018-02-18	138.09	89.358	123.974	Up
37	2017-11-27	SNAP	13.12	2017-12-17	14.82	11.048	14.31	Up	2018-01-18	17.057	12.193	13.598	Down	2018-02-18	16.74	10.462	10.872	Down
38	2017-11-27	SQ	44.75	2017-12-17	48.24	38.468	44.652	Flat	2018-01-18	45.654	34.934	43.238	Up	2018-02-18	47.393	32.681	42.368	Flat
39	2017-11-27	TSLA	312.915	2017-12-17	335.265	290.603	316.057	Flat	2018-01-18	369.681	204.784	269.004	Flat	2018-02-18	375.102	261.095	297.582	Down
40	2017-11-27	TWTR	22.05	2017-12-17	23.655	19.172	22.827	Up	2018-01-18	25.171	15.66	22.23	Up	2018-02-18	24.354	16.108	21.339	Flat
41	2017-11-27	VIPS	8.07	2017-12-17	9.096	8.6	9.078	Up	2018-01-18	10.693	5.803	8.261	Flat	2018-02-18	12.331	7.201	8.711	Down
42	2017-11-27	VRX	16.51	2017-12-17	16.909	15.178	16.298	Flat	2018-01-18	22.725	12.02	17.69	Flat	2018-02-18	18.737	13.678	15.519	Flat
43	2017-11-27	WB	115.055	2017-12-17	108.509	102.614	107.427	Up	2018-01-18	120.034	71.741	99.367	Flat	2018-02-18	128.723	78.553	114.429	Up
44	2017-11-27	XLNX	72.43	2017-12-17	82.263	67.601	75.883	Flat	2018-01-18	75.885	56.491	71.637	Up	2018-02-18	75.954	61.954	71.04	Flat
45	2017-11-27	YELP	47.745	2017-12-17	49.165	40.605	42.693	Down	2018-01-18	48.77	27.083	43.886	Up	2018-02-18	52.196	34.039	46.185	Flat
46	2017-11-27	ZTO	16.405	2017-12-17	17.641	14.148	15.942	Flat	2018-01-18	17.641	14.148	15.942	Flat	2018-02-18	18.324	13.531	17.969	Up
