	Date	Symbol	TodayPrice	OpDate_0	callEst_0	putEst_0	combEst_0	Trend_0	OpDate_1	callEst_1	putEst_1	combEst_1	Trend_1	OpDate_2	callEst_2	putEst_2	combEst_2	Trend_2	OpDate_3	callEst_3	putEst_3	combEst_3	Trend_3
16	2017-11-20	INTL	42.645	2017-11-24	44.646	39.955	40.014	Down	2017-12-17	43.601	29.857	41.426	Up	2018-01-18	43.601	29.857	41.426	Up	2018-02-18	46.96	29.85	45.227	Up
17	2017-11-20	JD	39.675	2017-11-24	41.002	38.282	40.411	Up	2017-12-17	41.424	37.361	40.355	Up	2018-01-18	45.311	35.31	41.436	Flat	2018-02-18	44.069	35.142	40.152	Flat
18	2017-11-20	LC	4.305	2017-11-24	4.914	4.084	4.577	Flat	2017-12-17	6.703	4.027	5.634	Flat	2018-01-18	6.703	4.027	5.634	Flat	2018-02-18	6.075	3.874	5.657	Up
19	2017-11-20	LSCC	6.255	2017-11-24	7.288	5.573	7.059	Up	2017-12-17	7.165	4.63	7.08	Up	2018-01-18	7.165	4.63	7.08	Up	2018-02-18	7.165	4.63	7.08	Up
20	2017-11-20	MOMO	32.31	2017-11-24	33.396	30.809	32.933	Up	2017-12-17	35.002	26.505	33.057	Up	2018-01-18	38.995	30.262	34.941	Flat	2018-02-18	39.976	26.98	31.994	Flat
21	2017-11-20	MRVL	20.965	2017-11-24	21.133	20.221	20.794	Flat	2017-12-17	21.321	19.488	20.322	Flat	2018-01-18	21.652	13.494	19.581	Up	2018-02-18	22.99	16.72	22.62	Up
22	2017-11-20	MSFT	82.42	2017-11-24	83.91	80.707	82.105	Flat	2017-12-17	85.383	79.849	82.459	Flat	2018-01-18	85.278	58.11	71.295	Flat	2018-02-18	87.701	76.434	84.76	Up
23	2017-11-20	NFLX	193.11	2017-11-24	199.241	185.786	192.533	Flat	2017-12-17	202.983	183.134	193.883	Flat	2018-01-18	206.256	130.66	168.422	Flat	2018-02-18	221.439	163.922	190.103	Flat
24	2017-11-20	NKE	58.74	2017-11-24	58.265	53.653	55.799	Flat	2017-12-17	59.921	53.123	59.27	Up	2018-01-18	61.296	51.25	55.039	Flat	2018-02-18	61.167	47.692	51.005	Down
25	2017-11-20	NQ	4.175	2017-11-24	4.049	3.765	4.046	Up	2017-12-17	4.097	4.355	4.144	Up	2018-01-18	4.396	2.819	4.04	Up	2018-02-18	4.813	2.243	3.843	Flat
26	2017-11-20	NTES	350.76	2017-11-24	354.257	324.439	339.687	Flat	2017-12-17	358.006	274.604	333.165	Up	2018-01-18	367.589	253.219	323.067	Flat	2018-02-18	376.479	264.613	309.47	Flat
27	2017-11-20	NVDA	212.535	2017-11-24	216.696	205.395	211.268	Flat	2017-12-17	228.194	194.843	210.32	Flat	2018-01-18	223.473	136.527	184.8	Flat	2018-02-18	227.351	166.085	201.352	Flat
28	2017-11-20	PSTG	17.49	2017-11-24	18.421	14.929	16.522	Flat	2017-12-17	18.366	10.7	17.125	Up	2018-01-18	18.366	10.7	17.125	Up	2018-02-18	23.432	13.378	23.15	Up
29	2017-11-20	PYPL	76.6	2017-11-24	76.974	71.834	75.02	Flat	2017-12-17	80.533	69.165	75.413	Flat	2018-01-18	77.176	52.063	68.701	Flat	2018-02-18	82.502	60.176	76.796	Up
30	2017-11-20	QCOM	66.4	2017-11-24	67.015	64.935	66.211	Flat	2017-12-17	68.321	60.247	66.863	Up	2018-01-18	68.5	57.862	66.544	Up	2018-02-18	71.256	57.4	68.813	Up
31	2017-11-20	QD	20.565	2017-11-24	24.828	20.173	23.629	Up	2017-12-17				Flat	2018-01-18				Flat	2018-02-18	31.272	17.6	30.223	Up
32	2017-11-20	QIWI	16.455	2017-11-24	18.308	15.238	16.861	Flat	2017-12-17		0.0		Flat	2018-01-18		0.0		Flat	2018-02-18	20.358	14.675	16.242	Down
33	2017-11-20	RACE	110.365	2017-11-24	114.673	108.49	109.377	Down	2017-12-17	122.377	109.861	120.19	Up	2018-01-18	117.941	90.367	107.046	Flat	2018-02-18	125.324	87.658	114.127	Up
34	2017-11-20	RENN	9.805	2017-11-24	10.737	9.413	10.388	Up	2017-12-17	10.862	7.694	10.472	Up	2018-01-18	10.862	7.694	10.472	Up	2018-02-18	11.98	7.974	11.97	Up
35	2017-11-20	SFUN	4.725	2017-11-24	4.902	4.65	4.866	Up	2017-12-17	5.955	4.26	5.715	Up	2018-01-18	5.955	4.26	5.715	Up	2018-02-18		4.3	4.3	Flat
36	2017-11-20	SINA	108.725	2017-11-24	125.767	92.031	112.452	Flat	2017-12-17	127.033	81.074	114.154	Up	2018-01-18	127.033	81.074	114.154	Up	2018-02-18	136.74	86.694	120.058	Flat
37	2017-11-20	SNAP	12.7	2017-11-24	12.97	12.234	12.575	Flat	2017-12-17	14.455	11.59	13.424	Flat	2018-01-18	16.804	11.754	13.728	Flat	2018-02-18	16.008	10.824	13.082	Flat
38	2017-11-20	SQ	45.32	2017-11-24	45.658	42.855	45.0	Up	2017-12-17	45.784	36.623	44.384	Up	2018-01-18	46.123	33.219	43.707	Up	2018-02-18	49.126	34.63	44.859	Up
39	2017-11-20	TSLA	310.125	2017-11-24	324.348	298.334	313.815	Flat	2017-12-17	337.715	289.874	314.684	Flat	2018-01-18	374.744	208.643	284.557	Flat	2018-02-18	371.793	262.667	304.393	Flat
40	2017-11-20	TWTR	20.98	2017-11-24	21.77	20.088	21.357	Up	2017-12-17	23.421	18.689	22.54	Up	2018-01-18	23.749	16.532	21.744	Up	2018-02-18	24.134	15.433	21.033	Flat
41	2017-11-20	VIPS	9.53	2017-11-24	9.572	8.677	9.312	Up	2017-12-17	9.762	9.057	9.665	Up	2018-01-18	10.673	8.523	10.241	Up	2018-02-18	11.757	7.291	9.135	Flat
42	2017-11-20	VRX	15.175	2017-11-24	15.673	13.415	15.068	Up	2017-12-17	16.378	13.65	15.985	Up	2018-01-18	21.289	12.42	17.315	Flat	2018-02-18	17.908	11.607	15.065	Flat
43	2017-11-20	WB	119.655	2017-11-24	118.327	107.048	113.977	Flat	2017-12-17	108.865	95.571	106.832	Up	2018-01-18	122.751	72.826	101.072	Flat	2018-02-18	132.079	78.986	115.402	Up
44	2017-11-20	XLNX	72.195	2017-11-24	74.4	66.048	72.701	Up	2017-12-17	87.429	66.412	76.367	Flat	2018-01-18	78.47	53.266	74.555	Up	2018-02-18	77.334	60.823	70.948	Flat
45	2017-11-20	YELP	47.345	2017-11-24	49.062	45.509	47.209	Flat	2017-12-17	48.81	40.965	42.157	Down	2018-01-18	48.86	27.449	44.71	Up	2018-02-18	51.96	39.051	42.839	Down
46	2017-11-20	ZTO	17.025	2017-11-24	18.1	15.902	17.935	Up	2017-12-17	17.644	14.279	16.953	Up	2018-01-18	17.644	14.279	16.953	Up	2018-02-18	18.558	13.508	18.165	Up
